dime.cid,corp.person.id,ticker,corp.name,last.name,first.name,middle.name,age,gender,ceo,chairman,privatefirm,sector,industry,dime.cfscore,total,num.conts,self.funded,total.dem,total.rep,pct.to.dems,total.2002,total.2004,total.2006,total.2008,total.2010,total.2012,to.incumbs,to.open.seat,to.challs,to.winner,to.losers
54174384300,67082,CNP,Centerpoint Energy,rheney,susan,o,52,F,0,0,0,Utilities,Electric Utilities,NA,1500,0,0,0,0,NA,0,0,0,0,500,1000,0,0,0,0,0
4672068213,593414,CNP,Centerpoint Energy,crosswell,o,holcombe,71,M,0,0,0,Utilities,Electric Utilities,0.590470536,182724,223,0,73974,105100,0.413,4600,5750,2650,12500,8250,6100,64650,30754,26120,58550,32004
54118331721,13356147,CNP,Centerpoint Energy,longoria,janiece,m,59,F,0,0,0,Utilities,Electric Utilities,0.738628843,68107,53,0,6457,50350,0.114,1800,3000,1750,7007,30500,22800,5000,2000,4357,4500,2257
4179400693,751170,CNP,Centerpoint,johnson,michael,p,64,M,0,0,0,Utilities,Electric Utilities,-0.072309152,65727.34,28,0,12500,5300,0.702,2841.5,5332.98,5746.71,16006.15,10500,23750,4000,5600,0,3000,2000
4645045913,358845,CNP,Centerpoint Energy,walker,r,a,55,M,0,0,0,Utilities,Electric Utilities,1.129269169,24550,4,0,0,4500,0,500,0,2000,3900,9650,8500,0,500,0,0,500
4024274112,2455408,CNW,Con-Way Inc,stotlar,douglas,w,51,M,1,0,0,Transportation,Trucking,0.490557477,38972,6,0,0,500,0,2690,2200,3200,5150,9644,16088,500,0,5000,500,0
2323657750,561753,CNW,Con-Way Inc,kennedy,w,keith,68,M,0,1,0,Transportation,Trucking,-0.398716959,58997,13,0,10950,5400,0.67,0,7750,0,11900,7800,10000,8800,5600,4900,2800,4400
3723259539,65997,CNW,Con-Way Inc,jaunich,robert,,--,M,0,0,0,Transportation,Trucking,0.740202461,7150,5,0,0,7150,0,0,3500,250,0,2400,0,1500,1250,4400,0,4650
2793924343,562046,CNW,Con-Way Inc,schroeder,william,j,67,M,0,0,0,Transportation,Trucking,0.594386206,3000,8,0,0,2200,0,0,0,0,0,700,800,0,0,2200,0,1200
2946996099,191838,CNW,Con-Way Inc,corbin,william,r,70,M,0,0,0,Transportation,Trucking,0.844419129,14980,6,0,0,2500,0,0,1340,2590,0,0,500,1500,1000,0,0,1000
2373683258,542003,CNW,Con-Way Inc,murray,michael,j,67,M,0,0,0,Transportation,Trucking,0.017308583,37050,23,0,6450,13550,0.322,1250,8000,200,3300,0,0,8250,5800,1500,3750,1500
5000836436,204914,CNW,Con-Way Inc,stott,peter,w,67,M,0,0,0,Transportation,Trucking,0.603207344,683061.84,203,0,30100,470661.84,0.06,41950,71700,110024.84,118300,67900,202750,78450,37137,163300,41687,64800
3164113069,971099,CNW,Con-Way Inc,anton,john,j,69,M,0,0,0,Transportation,Trucking,0.940907843,1000,1,0,0,1000,0,0,0,0,0,0,0,0,1000,0,0,0
52327672196,113627222,CNW,Con-Way Inc,perez,edith,r,57,F,0,0,0,Transportation,Trucking,-0.900383154,7220,15,0,6220,0,1,500,0,1750,0,0,0,500,0,4470,1000,2970
-1,567588,CNW,Con-Way Inc,pope,john,,62,M,0,0,0,Transportation,Trucking,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
5724177439,399121,CNX,Consol Energy,harvey,j,brett,62,M,1,1,0,Energy,Coal,0.329948884,408600,146,0,61400,131200,0.319,14300,44400,35300,96300,62500,143900,58800,15400,61200,52800,5000
2468756598,399119,CNX,Consol Energy,whitmire,john,l,71,M,0,0,0,Energy,Coal,0.962733256,250,1,0,0,250,0,0,0,0,0,0,0,250,0,0,0,0
4447915264,640200,CNX,Consol Energy,altmeyer,james,e,73,M,0,0,0,Energy,Coal,0.668872925,34925,71,0,7000,22925,0.234,3050,2825,6600,8100,2550,3000,8675,7250,2850,10200,2850
4020279832,548951,CNX,Consol Energy,williams,joseph,t,74,M,0,0,0,Energy,Coal,1.123637604,8990,6,0,0,1990,0,0,0,1000,2100,1000,4000,1250,100,0,1250,0
4074303383,659217,CNX,Consol Energy,powell,william,p,56,M,0,0,0,Energy,Coal,0.857001489,14500,4,0,0,5000,0,0,3000,0,3500,2500,3500,0,5000,0,1000,2000
4874249914,291878,CNX,Consol Energy,davis,william,e,69,M,0,0,0,Energy,Coal,0.264692042,26535,24,0,2275,12075,0.159,11500,400,0,2250,2350,2000,2550,2000,500,2050,2000
53787766593,262427,CNX,Consol Energy,hammick,patricia,a,65,F,0,0,0,Energy,Coal,0.498955191,400,2,0,0,400,0,0,0,0,0,0,0,200,0,200,200,200
4065304385,6328269,CNX,Consol Energy,hardesty,david,c,66,M,0,0,0,Energy,Coal,-0.528725842,19050,16,0,12550,0,1,0,0,500,3250,2000,5500,6300,0,2250,5500,1750
4189403768,314890,CNX,Consol Energy,mills,john,t,64,M,0,0,0,Energy,Coal,0.548258131,29225,33,0,2250,8650,0.206,4200,4675,250,4000,2000,7100,6950,2250,6350,5850,2250
-1,788492,CNX,Consol Energy,baxter,philip,,63,M,0,0,0,Energy,Coal,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,1276373,CNX,Consol Energy,gupta,raj,,69,M,0,0,0,Energy,Coal,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4105317239,336243,COF,Capital One Financial Corp,fairbank,richard,d,61,M,1,1,0,Financial,SandLs/Savings Banks,0.337966441,145250,32,0,21200,35300,0.375,13000,14000,30000,17200,25800,25000,30800,14200,5000,27100,9000
2424740837,509526,COF,Capital One Financial Corp,raskind,peter,e,56,M,0,0,0,Financial,SandLs/Savings Banks,0.282292891,49800,29,0,14800,19500,0.431,4500,4000,10000,9500,6800,9000,8000,6800,2500,7500,5300
3145072060,663259,COF,Capital One Financial Corp,dietz,w,ronald,69,M,0,0,0,Financial,SandLs/Savings Banks,NA,600,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4618031039,661303,COF,Capital One Financial Corp,hay,lewis,,56,M,0,0,0,Financial,SandLs/Savings Banks,0.320339093,355344.12,56,0,32600,147850,0.181,10586.86,12874.64,25724.9,120139.16,40071.12,127472.5,46950,43800,34800,24500,11900
4633042268,552189,COF,Capital One Financial Corp,shattuck,mayo,a,57,M,0,0,0,Financial,SandLs/Savings Banks,-0.183654087,338788.56,54,0,43400,86600,0.334,14100,24000,33200,58800,111395.56,86300,19600,18000,9100,15600,7300
54160378959,640995,COF,Capital One Financial Corp,hackett,ann,fritz,58,F,0,0,0,Financial,SandLs/Savings Banks,-1.180977117,50250,1,0,250,0,1,0,0,10000,10000,15000,10250,0,0,0,0,0
4134335097,160188,COF,Capital One Financial Corp,gross,patrick,w,67,M,0,0,0,Financial,SandLs/Savings Banks,0.403645448,65350,13,0,3250,8600,0.274,1000,10000,18500,9600,10000,10000,5000,2300,2300,3000,2000
2521785870,266148,COF,Capital One Financial Corp,leroy,pierre,e,63,M,0,0,0,Financial,SandLs/Savings Banks,1.026940926,50581.06,12,0,0,8250,0,3706.32,3595.64,6529.1,5000,10000,10000,1000,1750,4500,1000,4250
4645044908,176450,COF,Capital One Financial Corp,warner,bradford,h,60,M,0,0,0,Financial,SandLs/Savings Banks,0.063299045,65650,39,0,7000,16950,0.292,1000,3500,1500,10250,13000,25700,7250,4000,11600,4500,1000
4924294618,653020,COL,Rockwell Collins Inc,jones,clayton,m,62,M,1,1,0,Capital Goods,Aerospace and Defense,0.181303915,30797,12,0,1697,2350,0.419,1125,3850,3250,4072,4500,13250,2447,250,0,1947,500
4739155791,615657,COL,Rockwell Collins Inc,beall,donald,r,72,M,0,0,0,Capital Goods,Aerospace and Defense,0.845067899,475050,129,0,3950,284300,0.014,17000,66700,75750,70500,83450,97100,20300,31850,46300,17050,25500
2596833441,174943,COL,Rockwell Collins Inc,carbone,anthony,j,70,M,0,0,0,Capital Goods,Aerospace and Defense,0.97178041,19400.99,29,0,500,17900,0.027,1700,3883.33,750,0,1000,0,3750,2500,4180,1750,2250
2304656915,330172,COL,Rockwell Collins Inc,lilley,david,,65,M,0,0,0,Capital Goods,Aerospace and Defense,0.502974607,4300,2,0,300,2000,0.13,0,0,0,1000,0,0,0,0,300,0,300
4927308284,23553438,COL,Rockwell Collins Inc,turner,jeffrey,l,60,M,0,0,0,Capital Goods,Aerospace and Defense,1.163219931,67895.34,34,0,2000,44200,0.043,2872.31,4030.73,11892.3,11900,20700,15500,34800,15200,0,40600,0
-1,552203,COL,Rockwell Collins Inc,policano,andrew,,62,M,0,0,0,Capital Goods,Aerospace and Defense,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,736747,COL,Rockwell Collins Inc,davis,chris,,61,F,0,0,0,Capital Goods,Aerospace and Defense,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,988739,COL,Rockwell Collins Inc,shavers,chery,,58,F,0,0,0,Capital Goods,Aerospace and Defense,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,22433164,COL,Rockwell Collins Inc,eberhart,ralph,,65,M,0,0,0,Capital Goods,Aerospace and Defense,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4020284710,8047740,COP,ConocoPhillips,lance,ryan,m,50,M,1,1,0,Energy,Oil and Gas - Integrated,0.655426547,109865,16,0,200,1500,0.118,0,1450,300,1750,1800,81405,17700,1000,40800,2500,0
2643853096,1581901,COP,ConocoPhillips,copeland,james,e,66,M,0,0,0,Energy,Oil and Gas - Integrated,-0.040561229,54700,20,0,8500,11200,0.431,6750,5500,7000,4000,2000,5000,8700,3000,6000,4700,2500
2440748064,1146958,COP,ConocoPhillips,wade,william,e,69,M,0,0,0,Energy,Oil and Gas - Integrated,0.706502314,20828,25,0,1500,6950,0.178,0,0,0,0,0,0,4050,0,5250,3050,1000
27816030777,76982,COP,ConocoPhillips,reilly,william,kane,72,M,0,0,0,Energy,Oil and Gas - Integrated,-0.026580946,49800,41,0,0,0,NA,3500,1000,7200,11200,5800,8100,13800,12900,7300,13500,11300
2738894534,640474,COP,ConocoPhillips,armitage,richard,lee,66,M,0,0,0,Energy,Oil and Gas - Integrated,0.771557135,18900,31,0,750,15150,0.047,0,0,1000,1000,1000,1000,5050,6250,5000,4300,1500
4217415544,180875,COP,ConocoPhillips,niblock,robert,a,49,M,0,0,0,Energy,Oil and Gas - Integrated,0.842272243,100450,11,0,0,15800,0,380,2490,7125,28920,27305,33120,6800,0,8500,2500,2300
52721888720,214033885,COP,ConocoPhillips,freeman,jody,l,48,F,0,0,0,Energy,Oil and Gas - Integrated,-1.448626191,3500,5,0,0,0,NA,0,1000,0,1500,0,1000,0,1500,2000,1000,0
-1,177586,COP,ConocoPhillips,auchinleck,richard,,60,M,0,0,0,Energy,Oil and Gas - Integrated,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,1205721,COP,ConocoPhillips,norvik,harald,,65,M,0,0,0,Energy,Oil and Gas - Integrated,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,141325474,COP,ConocoPhillips,binmarican,mohd,,59,M,0,0,0,Energy,Oil and Gas - Integrated,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4178396960,8933286,CORE,Core-Mark Holding,walsh,j,michael,64,M,1,0,0,Services,Retail (Grocery),0.843299168,47050,2,0,0,500,0,3000,2000,2000,2250,7250,18500,0,0,10000,0,0
4675068576,216257,CORE,Core-Mark Holding,krause,l,william,69,M,0,0,0,Services,Retail (Grocery),0.507530059,38750,43,0,1500,20250,0.069,2500,3750,4500,2000,3500,4000,10500,4000,13500,6500,15500
3695235739,6137602,CORE,Core-Mark Holding,tepner,harvey,l,55,M,0,0,0,Services,Retail (Grocery),0.211739489,2450,7,0,500,1450,0.256,0,0,500,0,0,1000,500,0,1950,500,950
3968004152,2533398,CORE,Core-Mark Holding,allen,rob,,62,M,0,0,0,Services,Retail (Grocery),NA,6800,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,318873,CORE,Core-Mark Holding,gross,robert,,54,M,0,0,0,Services,Retail (Grocery),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,1551368,CORE,Core-Mark Holding,booth,stuart,,61,M,0,0,0,Services,Retail (Grocery),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,2785197,CORE,Core-Mark Holding,thornton,randolph,,66,M,0,1,0,Services,Retail (Grocery),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,2996797,CORE,Core-Mark Holding,colter,gary,,66,M,0,0,0,Services,Retail (Grocery),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
3285172825,200002,COST,Costco Wholesale Corp,brotman,jeffrey,h,70,M,0,1,0,Services,Retail (Specialty),-0.959020749,802801,322,0,684357,43681,0.94,21750,255475,90400,70925,24650,200575,155825,40750,59326,85450,40600
3788069534,200004,COST,Costco Wholesale Corp,sinegal,james,d,76,M,0,0,0,Services,Retail (Specialty),-1.136354654,1411838.22,360,0,845813.22,200,1,47350,308400,197650,150198.22,166950,332200,248800,36400,86823.22,221800,50198.22
4598996922,200006,COST,Costco Wholesale Corp,galanti,richard,a,56,M,0,0,0,Services,Retail (Specialty),-0.953519162,29120,22,0,5250,0,1,0,2250,500,0,0,23870,16500,2000,1500,1500,1500
2327663937,656812,COST,Costco Wholesale Corp,carson,benjamin,s,60,M,0,0,0,Services,Retail (Specialty),0.312953821,11070,13,0,1300,3500,0.271,1300,2000,2250,0,2000,2270,250,2050,1000,0,1300
5171749175,313716,COST,Costco Wholesale Corp,munger,charles,thomas,88,M,0,0,0,Services,Retail (Specialty),0.73400913,39335277.61,229,0,998117.14,849521.19,0.54,14000,230500,549850,1655595,12377166.16,24365647.45,86975,36100,76140,16300,79240
2378706152,1154168,COST,Costco Wholesale Corp,gates,william,henry,86,M,0,0,0,Services,Retail (Specialty),-0.311668798,1000,1,0,1150118,889997.7,0.564,0,0,0,1000,0,0,1000,0,0,1000,0
27816027673,656814,COST,Costco Wholesale Corp,james,hamilton,evans,61,M,0,0,0,Services,Retail (Specialty),-0.065728146,385671,83,0,232550,114350,0.67,20021,33000,3750,96000,38700,141100,88650,19700,10800,40100,15500
3810368296,567291,COST,Costco Wholesale Corp,meisenbach,john,walter,75,M,0,0,0,Services,Retail (Specialty),0.405945807,232355.48,127,0,41650,135455.48,0.235,11500,17800,37450,28300,61655.48,40200,101305.48,14800,15700,81050,16000
5341960361,624611,COST,Costco Wholesale Corp,evans,daniel,j,86,M,0,0,0,Services,Retail (Specialty),NA,23870,28,0,0,0,NA,10000,5980,250,2000,0,2640,0,0,0,0,0
52719891457,210438,COST,Costco Wholesale Corp,decker,susan,l,49,F,0,0,0,Services,Retail (Specialty),-1.476711883,56000,6,0,31000,0,1,5000,10000,0,41000,0,0,0,15600,0,0,0
55261743071,605348,COST,Costco Wholesale Corp,ruckelshaus,jill,s,75,F,0,0,0,Services,Retail (Specialty),0.027515253,65449,98,0,14100,29564,0.323,2750,4800,1750,10800,2050,3500,17250,10114,3250,12750,6014
5261704775,181644,COST,Costco Wholesale Corp,raikes,jeffery,s,53,M,0,0,0,Services,Retail (Specialty),-0.844160759,678010,186,0,383825,9825,0.975,35000,157600,87350,127650,62750,73510,117750,54400,41600,91250,26450
-1,200028,COST,Costco Wholesale Corp,jelinek,w,,60,M,1,0,0,Services,Retail (Specialty),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,656816,COST,Costco Wholesale Corp,libenson,richard,,70,M,0,0,0,Services,Retail (Specialty),NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
54615021673,2763808,CPB,Campbell Soup,morrison,denise,m,58,F,1,0,0,Consumer/Non-Cyclical,Food Processing,-0.74950771,18484.76,1,0,250,0,1,2069.48,313.25,1001.04,1668.4,5941.68,5407.61,250,0,0,250,0
3301163430,285127,CPB,Campbell Soup,charron,paul,r,69,M,0,1,0,Consumer/Non-Cyclical,Food Processing,-0.532775924,78500,39,0,31000,8000,0.795,10500,22500,21500,14500,0,2000,16000,9500,5000,13000,5000
2418722950,634959,CPB,Campbell Soup,carpenter,edmund,m,70,M,0,0,0,Consumer/Non-Cyclical,Food Processing,0.057801824,7750,11,0,3000,4250,0.414,1500,0,250,0,0,0,1000,3000,2000,2000,2000
2550803022,557659,CPB,Campbell Soup,dorrance,bennett,,65,M,0,0,0,Consumer/Non-Cyclical,Food Processing,0.963232346,45915,30,0,1000,18165,0.052,1250,0,3839,2000,6050,17500,9089,7400,17150,12839,6300
2426725337,195595,CPB,Campbell Soup,vinney,les,c,63,M,0,0,0,Consumer/Non-Cyclical,Food Processing,0.678706569,124173.06,70,0,9550,77600,0.11,13500,57616.15,22356.91,5000,15200,10500,29250,10200,5500,25150,9800
52615827769,557899,CPB,Campbell Soup,weber,charlotte,c,69,F,0,0,0,Consumer/Non-Cyclical,Food Processing,0.12986352,10000,6,0,0,3000,0,0,0,1000,0,5500,2500,500,0,2500,500,0
3727283079,9394918,CPB,Campbell Soup,vanbeuren,archbold,d,--,M,0,0,0,Consumer/Non-Cyclical,Food Processing,-0.024154742,7200,4,0,4200,3000,0.583,0,0,4200,0,0,0,0,3000,4200,4200,3000
2443755518,219953,CPB,Campbell Soup,rand,addison,barry,67,M,0,0,0,Consumer/Non-Cyclical,Food Processing,-0.953732022,34850,10,0,20350,0,1,22000,2500,2000,7300,50,0,2000,7300,0,1000,1000
4980521840,220213,CPB,Campbell Soup,perez,william,d,64,M,0,0,0,Consumer/Non-Cyclical,Food Processing,1.058553087,380073.5,137,0,500,173423.5,0.003,3750,73359.5,22750,5000,35664,200600,58864,16600,110675,46989,23000
52533796309,1112153,CPB,Campbell Soup,travis,tracey,thomas,49,F,0,0,0,Consumer/Non-Cyclical,Food Processing,-1.561610034,3300,4,0,3300,0,1,0,0,0,3300,0,0,0,3300,0,0,0
-1,165041,CPB,Campbell Soup,larrimore,randall,,65,M,0,0,0,Consumer/Non-Cyclical,Food Processing,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,205856,CPB,Campbell Soup,karlson,lawrence,,69,M,0,0,0,Consumer/Non-Cyclical,Food Processing,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,557682,CPB,Campbell Soup,dorrance,mary,,62,F,0,0,0,Consumer/Non-Cyclical,Food Processing,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,1091976,CPB,Campbell Soup,mathew,sara,,57,F,0,0,0,Consumer/Non-Cyclical,Food Processing,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,37511581,CPB,Campbell Soup,shreiber,nick,,63,M,0,0,0,Consumer/Non-Cyclical,Food Processing,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4172387401,602659,CPN,Calpine,fusco,jack,a,49,M,1,0,0,Utilities,Electric Utilities,0.414869747,61965.5,15,0,7000,13450,0.342,2500,0,2500,7100,14427.02,29092.31,1000,2100,8500,1000,1000
2560811643,1117449,CPN,Calpine,merritt,david,c,57,M,0,0,0,Utilities,Electric Utilities,-0.162534399,17054,3,0,250,500,0.333,250,0,5000,5000,0,4600,0,0,0,0,0
54693072969,546116,CPN,Calpine,oleary,denise,m,55,F,0,0,0,Utilities,Electric Utilities,-0.106328674,95600,20,0,14800,62900,0.19,0,0,15100,12600,51800,15100,20000,2000,2300,7800,2100
2866949825,298506,CPN,Calpine,cassidy,frank,,65,M,0,0,0,Utilities,Electric Utilities,-0.621281215,61810,47,0,41650,5700,0.88,2500,11700,12005,12355,6000,6000,18700,9400,5750,21200,750
2446753185,228480,CPN,Calpine,moreland,w,benjamin,48,M,0,0,0,Utilities,Electric Utilities,0.940907843,250,1,0,0,250,0,0,0,0,0,0,0,0,250,0,0,0
4039285131,5439973,CPN,Calpine,hinckley,robert,c,64,M,0,0,0,Utilities,Electric Utilities,NA,1500,0,0,0,0,NA,0,0,0,0,0,1500,0,0,0,0,0
4074306918,1148650,CPN,Calpine,mosbacher,robert,a,61,M,0,0,0,Utilities,Electric Utilities,0.984437489,1643271.19,491,0,3300,1306361.19,0.003,68250,95741.33,301776.86,353921,72750,56985,149331,180044.33,100850,120238.33,83401
5171673976,615406,CPN,Calpine,oberndorf,william,ernst,59,M,0,0,0,Utilities,Electric Utilities,0.580512689,4359841.28,570,0,104250,1691073,0.058,239310,199853,996643.28,647500,234460,1535150,93550,58050,496153,50200,107700
-1,197358,CPN,Calpine,ryan,j,,52,M,0,1,0,Utilities,Electric Utilities,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
3362176391,29869411,CSC,Computer Sciences Corp,lawrie,j,michael,58,M,1,0,0,Technology,1,1.073595766,3350,4,0,0,3350,0,0,0,300,250,0,2800,300,0,2500,300,0
2377687638,394476,CSC,Computer Sciences Corp,chase,rodney,frank,69,M,0,1,0,Technology,1,NA,5000,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
3361167120,2943954,CSC,Computer Sciences Corp,barram,david,j,68,M,0,0,0,Technology,1,-1.023074869,20905,30,0,18800,0,1,1450,6000,500,2300,300,105,2250,4800,5000,2000,250
4625034341,707789,CSC,Computer Sciences Corp,bailey,irving,w,70,M,0,0,0,Technology,1,0.858938725,143480,69,0,5550,128200,0.041,15350,35000,2100,29200,3400,6500,31150,25000,4000,27200,4100
2379711785,226790,CSC,Computer Sciences Corp,baum,stephen,l,71,M,0,0,0,Technology,1,-0.502278771,5007.5,5,0,3000,500,0.857,0,0,7.5,0,0,0,2500,0,500,1000,2000
5372263693,561733,CSC,Computer Sciences Corp,mcfarlan,franklin,warren,74,M,0,0,0,Technology,1,-0.246531864,35500,30,0,19400,12100,0.616,6000,2000,1000,15300,1100,3200,3800,11300,3400,1000,2600
4628041398,182141,CSC,Computer Sciences Corp,patrick,thomas,h,68,M,0,0,0,Technology,1,NA,1335095.56,201,0,0,0,NA,23050,79250,18400,5300,743745.56,422700,214950,38100,100900,208250,70600
52694869736,551426,CSC,Computer Sciences Corp,haberkorn,judith,r,65,F,0,0,0,Technology,1,-0.205681691,30700,16,0,1300,9500,0.12,0,0,0,0,0,0,3000,3000,1300,500,3300
2850944230,1243597,CSC,Computer Sciences Corp,money,arthur,l,72,M,0,0,0,Technology,1,-0.337696858,800,3,0,800,0,1,0,0,0,0,0,0,800,0,0,800,0
3731286955,969920,CSC,Computer Sciences Corp,brynjolfsson,erik,,50,M,0,0,0,Technology,1,-1.456073779,4000,5,0,4000,0,1,0,1000,0,3000,0,0,0,3000,1000,0,0
-1,227808,CSC,Computer Sciences Corp,park,chong,,64,M,0,0,0,Technology,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,10853018,CSC,Computer Sciences Corp,gordon,john,,65,M,0,0,0,Technology,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,23795687,CSC,Computer Sciences Corp,fercho,gerhard,,59,M,0,0,0,Technology,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,42732296,CSC,Computer Sciences Corp,hayden,michael,,66,M,0,0,0,Technology,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4647053962,642553,CSCO,Cisco Systems Inc,Chambers,john,T,63,M,1,1,0,Technology,Communications Equipment,0.162599244,3573093.51,352,0,475200,1457710.67,0.246,412358,361600,541571.51,395000,655311,192300,194900,49000,150000,140500,30900
2936995775,156976,CSCO,Cisco Systems Inc,Capellas,michael,D,57,M,0,0,0,Technology,Communications Equipment,-1.293625034,7300,3,0,2300,0,1,5000,0,0,4600,-2300,0,0,2300,0,0,0
3183125101,542350,CSCO,Cisco Systems Inc,McGeary,roderick,C,61,M,0,0,0,Technology,Communications Equipment,-0.310085403,5240,1,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0
3183134756,292897,CSCO,Cisco Systems Inc,Kovacevich,richard,M,68,M,0,0,0,Technology,Communications Equipment,0.38435939,745955,165,0,69800,409555,0.146,27500,50000,99000,94600,129655,289900,112350,24850,101900,101100,36400
54771176830,169928,CSCO,Cisco Systems Inc,Bartz,carol,A,63,F,0,0,0,Technology,Communications Equipment,0.116530981,183800,61,0,41050,42000,0.494,13000,36000,25000,21600,7500,25000,66050,3500,4500,60550,6000
54437792102,103590,CSCO,Cisco Systems Inc,Yang,jerry,,43,F,0,0,0,Technology,Communications Equipment,-0.498370374,693149,58,0,0,0,NA,6000,74608,222300,145900,139600,51300,38250,34100,0,33250,0
54136327497,266345,CSCO,Cisco Systems Inc,Burns,m,Michele,52,F,0,0,0,Technology,Communications Equipment,-0.95971091,34527.5,10,0,7152.5,0,1,NA,8888,5742,2800,3600,5000,250,3300,2000,0,750
2857945908,132337,CSCO,Cisco Systems Inc,Carter,larry,,69,M,0,0,0,Technology,Communications Equipment,0.406807306,45800,17,0,8500,26300,0.244,500,22000,0,2300,6000,0,8000,3300,3000,3000,4000
3276159508,229998,CSCO,Cisco Systems Inc,Sarin,arun,,57,M,0,0,0,Technology,Communications Equipment,0.095979315,26250,15,0,7500,13300,0.361,3250,5000,0,0,7300,5000,4000,0,15000,1000,16000
4109319443,182709,CSCO,Cisco Systems Inc,Halla,brian,L,65,M,0,0,0,Technology,Communications Equipment,0.610990375,282760,42,0,6600,73150,0.083,5000,13000,14100,25800,19800,189310,17000,10200,91105,14000,4400
-1,434300,CSCO,Cisco Systems Inc,West,steven,,56,M,0,0,0,Technology,Communications Equipment,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
-1,611152,CSCO,Cisco Systems Inc,Hennessy,john,,58,M,0,0,0,Technology,Communications Equipment,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
4645045024,257990,CSX,CSX Corp,ward,michael,jon,62,M,1,1,0,Transportation,Railroads,0.418576504,448783.35,114,0,63250,314450,0.167,5000,8000,50400,60600,134800,181600,175750,19700,11250,180350,7050
5653947596,752408,CSX,CSX Corp,kelly,edward,,58,M,0,0,0,Transportation,Railroads,-0.434092048,41500,27,0,24500,8000,0.754,5000,5500,11600,13400,1000,5000,10400,5600,6500,10800,1000
3781529959,187845,CSX,CSX Corp,ratcliffe,david,m,64,M,0,0,0,Transportation,Railroads,0.716121178,370382,151,0,61700,127550,0.326,32450,45080,32984,90984,48468,91916,55850,34500,32000,48850,8000
5653942338,247934,CSX,CSX Corp,shepard,donald,j,65,M,0,0,0,Transportation,Railroads,0.842738591,239014,71,0,6550,112525,0.055,13900,21500,11000,27500,40000,38000,30939,15150,6850,17100,7850
3153120999,13536875,CSX,CSX Corp,breaux,john,b,68,M,0,0,0,Transportation,Railroads,-0.463556761,359227,175,0,305175,9532,0.97,4000,9300,8500,91757,119100,113600,79475,64682,22350,104975,46250
4618031991,25022589,CSX,CSX Corp,halverson,stephen,t,58,M,0,0,0,Transportation,Railroads,0.557032122,249345,96,0,23145,177200,0.116,4500,4500,12700,106000,54495,63900,62200,50000,24700,65200,17400
55764509020,8686114,CSX,CSX Corp,alvarado,donna,m,63,F,0,0,0,Transportation,Railroads,0.920661837,51350,5,0,0,1350,0,0,5000,10350,15000,10750,10000,750,0,500,500,250
2534800150,5987757,CSX,CSX Corp,otoole,timothy,t,56,M,0,0,0,Transportation,Railroads,-1.277865462,8500,2,0,1000,0,1,0,1000,0,0,5000,2500,2500,0,1000,0,0
